,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
new_rain_1/images/Cone_81.jpg,28.0,56.0,30.0,43.0,34.0,28.0,36.0,14.0,45.0,13.0,46.0,28.0,49.0,44.0,51.0,57.0
new_rain_1/images/Cone_116.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_199.jpg,27.0,62.0,27.0,45.0,26.0,28.0,26.0,11.0,34.0,9.0,40.0,25.0,46.0,40.0,53.0,54.0
new_rain_1/images/Cone_424.jpg,32.0,55.0,33.0,45.0,34.0,32.0,36.0,21.0,41.0,21.0,44.0,31.0,47.0,43.0,51.0,54.0
new_rain_1/images/Cone_235.jpg,29.0,60.0,29.0,45.0,29.0,32.0,29.0,16.0,36.0,14.0,41.0,30.0,45.0,43.0,51.0,55.0
new_rain_1/images/Cone_241.jpg,34.0,53.0,34.0,44.0,34.0,35.0,33.0,25.0,38.0,25.0,42.0,34.0,45.0,42.0,47.0,50.0
new_rain_1/images/Cone_331.jpg,32.0,50.0,36.0,40.0,40.0,27.0,44.0,18.0,50.0,19.0,50.0,30.0,50.0,43.0,51.0,54.0
new_rain_1/images/Cone_68.jpg,36.0,47.0,37.0,41.0,38.0,33.0,38.0,26.0,43.0,25.0,44.0,34.0,45.0,40.0,46.0,47.0
new_rain_1/images/Cone_161.jpg,28.0,57.0,32.0,40.0,38.0,23.0,43.0,3.0,54.0,6.0,54.0,25.0,55.0,44.0,56.0,62.0
new_rain_1/images/Cone_12.jpg,32.0,47.0,37.0,40.0,40.0,32.0,44.0,22.0,49.0,24.0,48.0,34.0,47.0,43.0,47.0,52.0
new_rain_1/images/Cone_380.jpg,30.0,69.0,29.0,57.0,29.0,45.0,28.0,32.0,35.0,30.0,40.0,43.0,44.0,52.0,49.0,64.0
new_rain_1/images/Cone_137.jpg,25.0,56.0,27.0,42.0,30.0,25.0,32.0,12.0,42.0,11.0,44.0,26.0,47.0,42.0,50.0,56.0
new_rain_1/images/Cone_89.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_387.jpg,32.0,55.0,32.0,43.0,31.0,33.0,29.0,20.0,35.0,19.0,40.0,31.0,45.0,40.0,49.0,49.0
new_rain_1/images/Cone_223.jpg,30.0,53.0,30.0,43.0,29.0,30.0,29.0,19.0,34.0,18.0,38.0,28.0,44.0,38.0,50.0,46.0
new_rain_1/images/Cone_390.jpg,26.0,61.0,29.0,42.0,34.0,24.0,37.0,6.0,49.0,6.0,51.0,25.0,54.0,44.0,56.0,62.0
new_rain_1/images/Cone_401.jpg,35.0,48.0,36.0,42.0,39.0,33.0,42.0,26.0,46.0,26.0,46.0,34.0,47.0,42.0,48.0,49.0
new_rain_1/images/Cone_308.jpg,26.0,59.0,30.0,43.0,34.0,25.0,38.0,9.0,48.0,9.0,49.0,27.0,52.0,45.0,55.0,61.0
new_rain_1/images/Cone_83.jpg,29.0,55.0,29.0,45.0,29.0,32.0,28.0,19.0,34.0,17.0,39.0,29.0,44.0,41.0,49.0,50.0
new_rain_1/images/Cone_196.jpg,24.0,64.0,25.0,46.0,25.0,28.0,25.0,8.0,34.0,6.0,41.0,25.0,46.0,41.0,55.0,57.0
new_rain_1/images/Cone_372.jpg,29.0,55.0,29.0,44.0,28.0,30.0,28.0,17.0,34.0,15.0,40.0,27.0,45.0,40.0,49.0,50.0
new_rain_1/images/Cone_270.jpg,30.0,52.0,36.0,39.0,44.0,24.0,51.0,11.0,58.0,13.0,56.0,29.0,53.0,46.0,53.0,60.0
new_rain_1/images/Cone_72.jpg,36.0,49.0,36.0,43.0,36.0,34.0,37.0,28.0,41.0,27.0,43.0,34.0,45.0,41.0,47.0,48.0
new_rain_1/images/Cone_322.jpg,31.0,56.0,32.0,45.0,32.0,34.0,32.0,22.0,38.0,21.0,43.0,33.0,46.0,42.0,49.0,53.0
new_rain_1/images/Cone_66.jpg,32.0,48.0,35.0,41.0,37.0,34.0,39.0,25.0,44.0,25.0,45.0,35.0,45.0,41.0,46.0,50.0
new_rain_1/images/Cone_210.jpg,29.0,59.0,30.0,45.0,29.0,31.0,29.0,17.0,35.0,15.0,41.0,28.0,46.0,41.0,52.0,53.0
new_rain_1/images/Cone_365.jpg,32.0,52.0,32.0,43.0,33.0,31.0,35.0,20.0,39.0,20.0,43.0,30.0,46.0,41.0,48.0,49.0
new_rain_1/images/Cone_379.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_231.jpg,32.0,54.0,33.0,45.0,34.0,35.0,35.0,23.0,40.0,22.0,44.0,34.0,47.0,43.0,50.0,54.0
new_rain_1/images/Cone_213.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_392.jpg,33.0,54.0,32.0,44.0,31.0,34.0,30.0,23.0,36.0,21.0,40.0,32.0,44.0,41.0,49.0,51.0
new_rain_1/images/Cone_385.jpg,28.0,62.0,28.0,46.0,28.0,32.0,28.0,16.0,35.0,14.0,41.0,29.0,45.0,41.0,52.0,56.0
new_rain_1/images/Cone_54.jpg,33.0,51.0,32.0,41.0,32.0,31.0,32.0,20.0,36.0,20.0,40.0,30.0,44.0,39.0,48.0,46.0
new_rain_1/images/Cone_284.jpg,32.0,51.0,33.0,43.0,34.0,32.0,35.0,23.0,40.0,22.0,42.0,31.0,45.0,41.0,48.0,50.0
new_rain_1/images/Cone_92.jpg,27.0,61.0,28.0,46.0,28.0,33.0,28.0,17.0,34.0,16.0,40.0,31.0,45.0,43.0,51.0,56.0
new_rain_1/images/Cone_348.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_63.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_171.jpg,39.0,47.0,39.0,41.0,39.0,34.0,40.0,30.0,43.0,29.0,45.0,34.0,46.0,41.0,46.0,46.0
new_rain_1/images/Cone_338.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_53.jpg,29.0,55.0,34.0,42.0,37.0,30.0,42.0,16.0,49.0,16.0,49.0,33.0,50.0,46.0,51.0,58.0
new_rain_1/images/Cone_402.jpg,33.0,49.0,38.0,40.0,42.0,32.0,45.0,22.0,50.0,22.0,49.0,34.0,49.0,43.0,50.0,53.0
new_rain_1/images/Cone_97.jpg,32.0,52.0,31.0,44.0,31.0,32.0,31.0,21.0,35.0,19.0,40.0,30.0,46.0,39.0,50.0,48.0
new_rain_1/images/Cone_95.jpg,36.0,45.0,37.0,40.0,39.0,32.0,41.0,26.0,44.0,26.0,45.0,33.0,46.0,40.0,46.0,45.0
new_rain_1/images/Cone_49.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_151.jpg,28.0,71.0,28.0,58.0,28.0,46.0,29.0,31.0,36.0,30.0,41.0,44.0,44.0,55.0,49.0,68.0
new_rain_1/images/Cone_59.jpg,28.0,57.0,29.0,44.0,30.0,31.0,32.0,16.0,39.0,16.0,42.0,30.0,46.0,42.0,50.0,55.0
new_rain_1/images/Cone_363.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_293.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_423.jpg,30.0,47.0,36.0,39.0,43.0,26.0,50.0,15.0,56.0,17.0,54.0,31.0,51.0,45.0,50.0,55.0
new_rain_1/images/Cone_206.jpg,32.0,55.0,33.0,44.0,35.0,32.0,35.0,20.0,42.0,19.0,44.0,32.0,47.0,41.0,51.0,52.0
new_rain_1/images/Cone_69.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_249.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_21.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_159.jpg,22.0,68.0,22.0,46.0,20.0,26.0,19.0,3.0,,,38.0,21.0,46.0,39.0,57.0,57.0
new_rain_1/images/Cone_176.jpg,36.0,48.0,38.0,42.0,41.0,34.0,44.0,27.0,48.0,28.0,47.0,36.0,47.0,45.0,47.0,51.0
new_rain_1/images/Cone_94.jpg,33.0,49.0,36.0,43.0,39.0,34.0,42.0,26.0,46.0,27.0,45.0,36.0,46.0,43.0,47.0,52.0
new_rain_1/images/Cone_211.jpg,34.0,46.0,38.0,38.0,42.0,30.0,46.0,21.0,50.0,22.0,50.0,32.0,49.0,42.0,51.0,53.0
new_rain_1/images/Cone_258.jpg,35.0,47.0,38.0,39.0,41.0,32.0,44.0,24.0,49.0,25.0,48.0,34.0,48.0,42.0,49.0,49.0
new_rain_1/images/Cone_239.jpg,29.0,57.0,28.0,44.0,27.0,29.0,27.0,16.0,34.0,14.0,39.0,27.0,45.0,39.0,51.0,50.0
new_rain_1/images/Cone_431.jpg,35.0,48.0,38.0,41.0,42.0,31.0,45.0,23.0,50.0,24.0,50.0,33.0,50.0,44.0,50.0,53.0
new_rain_1/images/Cone_46.jpg,34.0,45.0,38.0,39.0,41.0,30.0,45.0,22.0,49.0,23.0,49.0,32.0,49.0,42.0,48.0,50.0
new_rain_1/images/Cone_220.jpg,20.0,69.0,20.0,46.0,20.0,25.0,20.0,1.0,,,39.0,20.0,47.0,40.0,55.0,58.0
new_rain_1/images/Cone_259.jpg,33.0,50.0,36.0,41.0,39.0,33.0,42.0,23.0,47.0,23.0,48.0,34.0,48.0,42.0,49.0,52.0
new_rain_1/images/Cone_242.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_37.jpg,31.0,44.0,36.0,38.0,42.0,29.0,46.0,22.0,51.0,23.0,50.0,32.0,49.0,42.0,49.0,51.0
new_rain_1/images/Cone_391.jpg,29.0,70.0,30.0,56.0,30.0,44.0,29.0,30.0,36.0,28.0,40.0,42.0,45.0,52.0,51.0,65.0
new_rain_1/images/Cone_110.jpg,33.0,55.0,32.0,45.0,31.0,35.0,30.0,23.0,35.0,22.0,40.0,32.0,44.0,40.0,49.0,49.0
new_rain_1/images/Cone_359.jpg,33.0,52.0,34.0,43.0,34.0,32.0,35.0,25.0,40.0,25.0,43.0,31.0,46.0,42.0,48.0,49.0
new_rain_1/images/Cone_0.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_52.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_190.jpg,25.0,64.0,26.0,45.0,26.0,27.0,27.0,7.0,36.0,6.0,41.0,24.0,48.0,41.0,55.0,58.0
new_rain_1/images/Cone_96.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_140.jpg,35.0,44.0,36.0,37.0,37.0,27.0,39.0,19.0,44.0,19.0,45.0,28.0,46.0,38.0,47.0,46.0
new_rain_1/images/Cone_323.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_412.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_109.jpg,31.0,57.0,31.0,46.0,31.0,34.0,30.0,20.0,35.0,19.0,41.0,31.0,45.0,41.0,51.0,52.0
new_rain_1/images/Cone_356.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_251.jpg,34.0,46.0,37.0,40.0,40.0,34.0,43.0,27.0,46.0,28.0,46.0,36.0,46.0,43.0,46.0,51.0
new_rain_1/images/Cone_238.jpg,35.0,47.0,36.0,41.0,38.0,32.0,40.0,25.0,44.0,25.0,45.0,33.0,45.0,42.0,48.0,48.0
new_rain_1/images/Cone_421.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_306.jpg,28.0,60.0,28.0,45.0,28.0,31.0,27.0,15.0,35.0,14.0,40.0,29.0,45.0,41.0,51.0,54.0
new_rain_1/images/Cone_346.jpg,29.0,55.0,32.0,43.0,36.0,32.0,39.0,19.0,45.0,19.0,47.0,32.0,48.0,43.0,50.0,57.0
new_rain_1/images/Cone_415.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_282.jpg,31.0,62.0,31.0,54.0,32.0,44.0,31.0,34.0,36.0,33.0,40.0,42.0,43.0,50.0,47.0,59.0
new_rain_1/images/Cone_77.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_13.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_339.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_166.jpg,32.0,49.0,33.0,42.0,36.0,31.0,38.0,23.0,43.0,24.0,45.0,32.0,46.0,42.0,48.0,51.0
new_rain_1/images/Cone_76.jpg,27.0,56.0,32.0,41.0,49.0,10.0,41.0,9.0,49.0,10.0,51.0,28.0,52.0,43.0,55.0,60.0
new_rain_1/images/Cone_315.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_246.jpg,28.0,53.0,37.0,37.0,46.0,22.0,55.0,3.0,65.0,6.0,61.0,28.0,58.0,46.0,56.0,66.0
new_rain_1/images/Cone_434.jpg,30.0,53.0,34.0,42.0,37.0,32.0,40.0,20.0,47.0,20.0,47.0,33.0,47.0,44.0,48.0,56.0
new_rain_1/images/Cone_217.jpg,22.0,69.0,22.0,47.0,22.0,24.0,21.0,1.0,,,41.0,21.0,49.0,41.0,58.0,60.0
new_rain_1/images/Cone_80.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_67.jpg,34.0,50.0,34.0,42.0,36.0,32.0,36.0,23.0,42.0,23.0,44.0,32.0,46.0,41.0,48.0,50.0
new_rain_1/images/Cone_325.jpg,36.0,48.0,36.0,43.0,36.0,36.0,37.0,31.0,40.0,30.0,42.0,35.0,44.0,42.0,44.0,47.0
new_rain_1/images/Cone_247.jpg,24.0,57.0,33.0,39.0,41.0,20.0,48.0,1.0,58.0,3.0,58.0,24.0,57.0,46.0,58.0,66.0
new_rain_1/images/Cone_124.jpg,26.0,62.0,25.0,46.0,25.0,28.0,25.0,10.0,33.0,9.0,40.0,25.0,46.0,42.0,53.0,56.0
new_rain_1/images/Cone_114.jpg,33.0,53.0,34.0,44.0,34.0,33.0,35.0,24.0,40.0,24.0,43.0,33.0,46.0,41.0,48.0,50.0
new_rain_1/images/Cone_277.jpg,32.0,51.0,34.0,42.0,37.0,33.0,39.0,22.0,45.0,22.0,46.0,34.0,46.0,43.0,48.0,53.0
new_rain_1/images/Cone_428.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_98.jpg,32.0,51.0,32.0,43.0,33.0,34.0,34.0,24.0,39.0,23.0,42.0,33.0,45.0,41.0,47.0,49.0
new_rain_1/images/Cone_143.jpg,36.0,52.0,36.0,45.0,36.0,38.0,36.0,30.0,39.0,29.0,42.0,36.0,45.0,42.0,47.0,49.0
new_rain_1/images/Cone_422.jpg,31.0,52.0,35.0,42.0,39.0,31.0,43.0,18.0,48.0,19.0,49.0,33.0,50.0,44.0,51.0,55.0
new_rain_1/images/Cone_25.jpg,32.0,52.0,34.0,42.0,35.0,30.0,37.0,20.0,42.0,20.0,45.0,31.0,47.0,42.0,49.0,52.0
new_rain_1/images/Cone_169.jpg,34.0,51.0,36.0,46.0,39.0,37.0,42.0,30.0,46.0,31.0,46.0,39.0,46.0,48.0,46.0,55.0
new_rain_1/images/Cone_406.jpg,35.0,51.0,37.0,46.0,40.0,41.0,42.0,37.0,44.0,37.0,44.0,42.0,44.0,47.0,43.0,53.0
new_rain_1/images/Cone_9.jpg,36.0,43.0,38.0,36.0,40.0,30.0,41.0,23.0,44.0,23.0,45.0,30.0,46.0,36.0,47.0,43.0
new_rain_1/images/Cone_219.jpg,30.0,59.0,29.0,45.0,29.0,32.0,28.0,17.0,35.0,16.0,40.0,30.0,45.0,41.0,50.0,54.0
new_rain_1/images/Cone_296.jpg,30.0,55.0,30.0,43.0,30.0,30.0,29.0,17.0,36.0,15.0,40.0,27.0,46.0,38.0,51.0,48.0
new_rain_1/images/Cone_164.jpg,32.0,47.0,33.0,40.0,34.0,34.0,34.0,27.0,37.0,26.0,40.0,33.0,42.0,39.0,44.0,46.0
new_rain_1/images/Cone_6.jpg,34.0,49.0,37.0,44.0,39.0,39.0,41.0,34.0,44.0,34.0,45.0,40.0,44.0,46.0,44.0,51.0
new_rain_1/images/Cone_411.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_419.jpg,33.0,43.0,36.0,39.0,40.0,30.0,43.0,23.0,47.0,24.0,47.0,33.0,46.0,42.0,45.0,49.0
new_rain_1/images/Cone_399.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_158.jpg,30.0,70.0,32.0,56.0,35.0,43.0,37.0,28.0,44.0,29.0,47.0,43.0,50.0,56.0,52.0,71.0
new_rain_1/images/Cone_290.jpg,30.0,54.0,29.0,44.0,28.0,31.0,28.0,18.0,34.0,17.0,39.0,28.0,45.0,39.0,49.0,47.0
new_rain_1/images/Cone_227.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_174.jpg,32.0,51.0,34.0,42.0,36.0,31.0,37.0,19.0,43.0,19.0,45.0,31.0,47.0,41.0,49.0,52.0
new_rain_1/images/Cone_345.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_136.jpg,34.0,53.0,36.0,43.0,37.0,34.0,38.0,23.0,44.0,23.0,45.0,34.0,48.0,42.0,50.0,53.0
new_rain_1/images/Cone_113.jpg,25.0,64.0,24.0,45.0,24.0,27.0,24.0,7.0,33.0,5.0,40.0,24.0,47.0,40.0,53.0,56.0
new_rain_1/images/Cone_286.jpg,30.0,59.0,31.0,46.0,32.0,32.0,32.0,18.0,39.0,17.0,42.0,30.0,47.0,42.0,53.0,55.0
new_rain_1/images/Cone_141.jpg,34.0,51.0,35.0,43.0,35.0,33.0,37.0,25.0,41.0,25.0,43.0,33.0,46.0,42.0,48.0,49.0
new_rain_1/images/Cone_240.jpg,35.0,56.0,37.0,49.0,38.0,42.0,41.0,35.0,44.0,35.0,45.0,43.0,46.0,50.0,47.0,58.0
new_rain_1/images/Cone_386.jpg,26.0,60.0,30.0,43.0,34.0,25.0,37.0,9.0,47.0,9.0,50.0,27.0,52.0,45.0,52.0,62.0
new_rain_1/images/Cone_40.jpg,30.0,47.0,34.0,39.0,39.0,28.0,42.0,19.0,47.0,20.0,47.0,30.0,47.0,41.0,49.0,51.0
new_rain_1/images/Cone_10.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_107.jpg,24.0,66.0,24.0,45.0,24.0,23.0,23.0,2.0,,,42.0,20.0,49.0,41.0,58.0,58.0
new_rain_1/images/Cone_187.jpg,28.0,65.0,28.0,52.0,29.0,41.0,29.0,28.0,35.0,27.0,39.0,39.0,43.0,49.0,48.0,60.0
new_rain_1/images/Cone_349.jpg,31.0,54.0,35.0,42.0,39.0,30.0,42.0,18.0,48.0,19.0,49.0,32.0,49.0,44.0,50.0,56.0
new_rain_1/images/Cone_287.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_265.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_334.jpg,18.0,68.0,19.0,45.0,18.0,22.0,,,,,40.0,18.0,48.0,38.0,57.0,58.0
new_rain_1/images/Cone_173.jpg,30.0,54.0,35.0,40.0,39.0,28.0,42.0,14.0,50.0,14.0,51.0,29.0,52.0,43.0,53.0,57.0
new_rain_1/images/Cone_295.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_45.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_122.jpg,31.0,55.0,31.0,43.0,31.0,32.0,30.0,18.0,35.0,17.0,41.0,29.0,45.0,39.0,50.0,51.0
new_rain_1/images/Cone_292.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_129.jpg,32.0,56.0,31.0,45.0,31.0,33.0,30.0,20.0,35.0,19.0,40.0,31.0,45.0,41.0,50.0,52.0
new_rain_1/images/Cone_50.jpg,25.0,57.0,34.0,40.0,41.0,22.0,48.0,5.0,56.0,6.0,57.0,26.0,57.0,46.0,57.0,64.0
new_rain_1/images/Cone_327.jpg,27.0,53.0,30.0,41.0,35.0,26.0,38.0,12.0,48.0,13.0,48.0,27.0,50.0,42.0,52.0,57.0
new_rain_1/images/Cone_82.jpg,22.0,9.0,23.0,46.0,22.0,29.0,22.0,9.0,30.0,8.0,38.0,25.0,42.0,40.0,49.0,54.0
new_rain_1/images/Cone_42.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_395.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_367.jpg,33.0,53.0,32.0,43.0,31.0,32.0,30.0,20.0,35.0,19.0,40.0,29.0,44.0,39.0,49.0,47.0
new_rain_1/images/Cone_384.jpg,21.0,70.0,21.0,45.0,21.0,23.0,21.0,1.0,,,41.0,19.0,49.0,39.0,58.0,61.0
new_rain_1/images/Cone_123.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_102.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_125.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_22.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_351.jpg,36.0,47.0,38.0,42.0,41.0,33.0,43.0,27.0,47.0,27.0,47.0,35.0,47.0,43.0,47.0,50.0
new_rain_1/images/Cone_264.jpg,30.0,56.0,32.0,44.0,33.0,32.0,33.0,17.0,40.0,17.0,44.0,31.0,46.0,42.0,51.0,55.0
new_rain_1/images/Cone_121.jpg,33.0,53.0,33.0,45.0,34.0,36.0,34.0,26.0,39.0,26.0,42.0,35.0,44.0,43.0,48.0,51.0
new_rain_1/images/Cone_193.jpg,22.0,67.0,22.0,45.0,22.0,25.0,20.0,4.0,31.0,1.0,39.0,22.0,46.0,40.0,55.0,58.0
new_rain_1/images/Cone_283.jpg,32.0,49.0,35.0,41.0,38.0,33.0,40.0,24.0,45.0,24.0,46.0,34.0,46.0,42.0,48.0,52.0
new_rain_1/images/Cone_226.jpg,31.0,52.0,32.0,43.0,33.0,31.0,34.0,20.0,40.0,20.0,43.0,31.0,45.0,41.0,48.0,50.0
new_rain_1/images/Cone_177.jpg,31.0,52.0,35.0,41.0,38.0,30.0,42.0,18.0,48.0,19.0,48.0,32.0,49.0,43.0,50.0,55.0
new_rain_1/images/Cone_383.jpg,32.0,56.0,32.0,46.0,31.0,36.0,29.0,23.0,35.0,22.0,40.0,34.0,44.0,42.0,49.0,50.0
new_rain_1/images/Cone_209.jpg,34.0,53.0,35.0,43.0,35.0,34.0,36.0,25.0,41.0,24.0,43.0,34.0,45.0,42.0,48.0,50.0
new_rain_1/images/Cone_215.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_19.jpg,36.0,46.0,37.0,40.0,38.0,33.0,39.0,27.0,43.0,27.0,44.0,33.0,44.0,41.0,45.0,46.0
new_rain_1/images/Cone_100.jpg,34.0,47.0,37.0,41.0,39.0,32.0,41.0,26.0,45.0,26.0,46.0,33.0,46.0,42.0,47.0,48.0
new_rain_1/images/Cone_250.jpg,33.0,50.0,36.0,42.0,39.0,34.0,43.0,26.0,47.0,26.0,47.0,36.0,47.0,45.0,47.0,53.0
new_rain_1/images/Cone_366.jpg,27.0,62.0,27.0,47.0,27.0,32.0,27.0,16.0,33.0,13.0,39.0,29.0,45.0,43.0,50.0,57.0
new_rain_1/images/Cone_430.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_197.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_375.jpg,29.0,56.0,29.0,45.0,29.0,31.0,27.0,18.0,35.0,16.0,39.0,28.0,45.0,40.0,51.0,50.0
new_rain_1/images/Cone_352.jpg,34.0,47.0,36.0,42.0,40.0,32.0,41.0,24.0,46.0,24.0,46.0,32.0,48.0,42.0,49.0,50.0
new_rain_1/images/Cone_317.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_202.jpg,36.0,46.0,36.0,41.0,36.0,34.0,36.0,29.0,39.0,29.0,41.0,34.0,43.0,39.0,46.0,44.0
new_rain_1/images/Cone_230.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_2.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_8.jpg,32.0,50.0,35.0,41.0,38.0,29.0,41.0,19.0,46.0,19.0,48.0,30.0,48.0,42.0,49.0,52.0
new_rain_1/images/Cone_271.jpg,30.0,53.0,33.0,42.0,38.0,28.0,41.0,16.0,47.0,16.0,48.0,30.0,49.0,43.0,49.0,55.0
new_rain_1/images/Cone_184.jpg,32.0,53.0,34.0,43.0,35.0,32.0,37.0,23.0,42.0,22.0,44.0,32.0,46.0,42.0,48.0,51.0
new_rain_1/images/Cone_150.jpg,34.0,53.0,36.0,44.0,38.0,33.0,39.0,22.0,45.0,22.0,47.0,34.0,48.0,43.0,50.0,53.0
new_rain_1/images/Cone_432.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_260.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_224.jpg,27.0,61.0,27.0,46.0,27.0,32.0,26.0,15.0,32.0,14.0,40.0,29.0,44.0,41.0,51.0,54.0
new_rain_1/images/Cone_147.jpg,33.0,53.0,33.0,43.0,33.0,31.0,33.0,22.0,38.0,21.0,42.0,30.0,45.0,40.0,50.0,50.0
new_rain_1/images/Cone_34.jpg,30.0,59.0,32.0,44.0,34.0,30.0,35.0,15.0,42.0,14.0,45.0,30.0,48.0,43.0,53.0,57.0
new_rain_1/images/Cone_237.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_427.jpg,32.0,47.0,36.0,40.0,41.0,30.0,44.0,20.0,49.0,21.0,49.0,32.0,49.0,42.0,50.0,52.0
new_rain_1/images/Cone_78.jpg,22.0,60.0,23.0,44.0,23.0,25.0,22.0,4.0,32.0,2.0,40.0,21.0,46.0,38.0,54.0,53.0
new_rain_1/images/Cone_253.jpg,23.0,58.0,30.0,40.0,37.0,20.0,,,,,55.0,24.0,56.0,45.0,57.0,65.0
new_rain_1/images/Cone_347.jpg,36.0,45.0,38.0,40.0,42.0,32.0,45.0,26.0,48.0,27.0,48.0,34.0,47.0,42.0,48.0,49.0
new_rain_1/images/Cone_99.jpg,29.0,56.0,28.0,45.0,28.0,30.0,27.0,16.0,35.0,14.0,40.0,26.0,46.0,40.0,51.0,51.0
new_rain_1/images/Cone_132.jpg,36.0,50.0,36.0,43.0,36.0,36.0,36.0,30.0,38.0,29.0,42.0,36.0,44.0,41.0,47.0,48.0
new_rain_1/images/Cone_389.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_134.jpg,29.0,57.0,35.0,41.0,41.0,23.0,46.0,8.0,56.0,9.0,57.0,27.0,57.0,45.0,58.0,63.0
new_rain_1/images/Cone_24.jpg,32.0,61.0,32.0,54.0,33.0,26.0,34.0,16.0,38.0,15.0,41.0,26.0,48.0,52.0,50.0,57.0
new_rain_1/images/Cone_344.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_131.jpg,34.0,55.0,34.0,46.0,34.0,38.0,33.0,29.0,37.0,28.0,41.0,36.0,43.0,43.0,47.0,52.0
new_rain_1/images/Cone_127.jpg,27.0,59.0,27.0,44.0,27.0,29.0,26.0,12.0,34.0,10.0,39.0,26.0,46.0,39.0,52.0,54.0
new_rain_1/images/Cone_175.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_47.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_204.jpg,36.0,48.0,36.0,44.0,36.0,38.0,36.0,33.0,39.0,32.0,41.0,38.0,42.0,43.0,45.0,47.0
new_rain_1/images/Cone_405.jpg,36.0,43.0,39.0,36.0,42.0,28.0,45.0,22.0,48.0,22.0,48.0,31.0,48.0,38.0,48.0,47.0
new_rain_1/images/Cone_374.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_369.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_289.jpg,27.0,61.0,26.0,45.0,26.0,29.0,25.0,12.0,33.0,10.0,40.0,26.0,45.0,40.0,52.0,55.0
new_rain_1/images/Cone_225.jpg,,,,,,,,,,,,,,,,
new_rain_1/images/Cone_232.jpg,,,,,,,,,,,,,,,,
