_id,_name,_width,_height,points/0/_label,points/0/_occluded,points/0/_source,points/0/_points,points/0/_z_order,points/1/_label,points/1/_occluded,points/1/_source,points/1/_points,points/1/_z_order,points/2/_label,points/2/_occluded,points/2/_source,points/2/_points,points/2/_z_order,points/3/_label,points/3/_occluded,points/3/_source,points/3/_points,points/3/_z_order,points/4/_label,points/4/_occluded,points/4/_source,points/4/_points,points/4/_z_order,points/5/_label,points/5/_occluded,points/5/_source,points/5/_points,points/5/_z_order,points/6/_label,points/6/_occluded,points/6/_source,points/6/_points,points/6/_z_order,points/7/_label,points/7/_occluded,points/7/_source,points/7/_points,points/7/_z_order
217,Cone_294.jpg,80,80,K1,0,manual,"27.60,55.90",0,K3,0,manual,"30.72,28.69",0,K6,0,manual,"42.90,26.93",0,K5,0,manual,"39.87,12.63",0,K2,0,manual,"28.60,42.90",0,K8,0,manual,"50.30,53.91",0,K4,0,manual,"31.58,13.42",0,K7,0,manual,"46.47,40.84",0
216,Cone_293.jpg,80,80,K4,0,manual,"45.66,18.16",0,K7,0,manual,"50.17,44.15",0,K1,0,manual,"32.60,48.90",0,K2,0,manual,"37.10,39.00",0,K6,0,manual,"51.62,31.16",0,K5,0,manual,"51.97,19.08",0,K8,0,manual,"49.50,55.10",0,K3,0,manual,"42.45,27.84",0
215,Cone_292.jpg,80,80,K7,0,manual,"47.66,44.15",0,K6,0,manual,"47.92,33.79",0,K3,0,manual,"40.11,32.21",0,K1,0,manual,"33.50,49.00",0,K2,0,manual,"35.70,41.40",0,K8,0,manual,"47.39,51.93",0,K5,0,manual,"47.37,23.95",0,K4,0,manual,"42.63,23.16",0
214,Cone_291.jpg,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Cone_290.jpg,80,80,K5,0,manual,"30.79,3.16",0,K6,0,manual,"38.42,21.25",0,K3,0,manual,"23.04,25.07",0,K8,0,manual,"53.33,54.71",0,K2,0,manual,"22.60,44.40",0,K1,0,manual,"22.80,62.30",0,K4,0,manual,"21.58,4.87",0,K7,0,manual,"46.60,38.34",0
212,Cone_29.jpg,80,80,K4,0,manual,"42.89,23.68",0,K7,0,manual,"47.39,43.35",0,K6,0,manual,"47.33,33.33",0,K2,0,manual,"37.20,40.00",0,K8,0,manual,"46.73,49.95",0,K5,0,manual,"46.97,24.74",0,K3,0,manual,"40.75,31.68",0,K1,0,manual,"34.30,47.00",0
211,Cone_289.jpg,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Cone_288.jpg,80,80,K7,0,manual,"45.81,41.50",0,K3,0,manual,"38.83,32.53",0,K8,0,manual,"45.81,49.56",0,K1,0,manual,"34.20,47.00",0,K5,0,manual,"44.74,24.74",0,K6,0,manual,"45.68,33.79",0,K2,0,manual,"36.10,40.10",0,K4,0,manual,"40.39,24.61",0
209,Cone_287.jpg,80,80,K8,0,manual,"43.70,53.25",0,K2,0,manual,"34.70,46.70",0,K5,0,manual,"41.45,31.97",0,K1,0,manual,"33.70,52.40",0,K3,0,manual,"37.33,39.47",0,K6,0,manual,"42.11,39.47",0,K4,0,manual,"38.03,31.58",0,K7,0,manual,"43.17,46.92",0
208,Cone_286.jpg,80,80,K7,0,manual,"44.22,41.90",0,K3,0,manual,"38.40,34.10",0,K2,0,manual,"36.60,42.00",0,K6,0,manual,"43.30,34.46",0,K8,0,manual,"45.28,48.11",0,K1,0,manual,"35.90,47.30",0,K5,0,manual,"42.60,29.10",0,K4,0,manual,"39.20,28.90",0
207,Cone_285.jpg,80,80,K4,0,manual,"26.45,16.71",0,K1,0,manual,"29.50,53.20",0,K5,0,manual,"32.37,15.26",0,K3,0,manual,"28.48,29.87",0,K2,0,manual,"29.00,42.20",0,K8,0,manual,"47.99,47.85",0,K6,0,manual,"37.36,26.93",0,K7,0,manual,"43.30,37.81",0
206,Cone_284.jpg,80,80,K5,0,manual,"34.74,16.05",0,K8,0,manual,"49.77,53.39",0,K6,0,manual,"40.00,29.31",0,K2,0,manual,"29.80,44.70",0,K3,0,manual,"29.97,31.68",0,K1,0,manual,"30.00,58.00",0,K7,0,manual,"44.49,41.11",0,K4,0,manual,"28.55,17.24",0
205,Cone_283.jpg,80,80,K7,0,manual,"46.07,39.00",0,K4,0,manual,"21.58,3.42",0,K6,0,manual,"38.94,21.65",0,K2,0,manual,"24.90,44.10",0,K1,0,manual,"24.50,63.20",0,K3,0,manual,"24.53,24.75",0,K8,0,manual,"53.60,56.29",0,K5,0,manual,"33.10,1.90",0
204,Cone_282.jpg,80,80,K4,0,manual,"29.60,21.70",0,K5,0,manual,"34.08,20.53",0,K3,0,manual,"30.93,32.11",0,K1,0,manual,"31.60,53.10",0,K8,0,manual,"50.17,47.71",0,K2,0,manual,"32.00,43.60",0,K6,0,manual,"39.21,30.23",0,K7,0,manual,"44.62,39.26",0
203,Cone_281.jpg,80,80,K3,0,manual,"33.49,33.81",0,K1,0,manual,"31.20,52.30",0,K2,0,manual,"32.20,43.70",0,K5,0,manual,"38.42,23.16",0,K8,0,manual,"46.86,51.01",0,K6,0,manual,"40.92,33.40",0,K7,0,manual,"44.22,42.56",0,K4,0,manual,"33.82,23.68",0
202,Cone_280.jpg,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Cone_28.jpg,80,80,K7,0,manual,"44.75,40.58",0,K4,0,manual,"25.00,16.32",0,K8,0,manual,"50.70,53.10",0,K6,0,manual,"38.42,27.99",0,K3,0,manual,"27.63,31.68",0,K2,0,manual,"28.60,46.60",0,K1,0,manual,"29.50,60.70",0,K5,0,manual,"32.24,14.34",0
200,Cone_279.jpg,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Cone_278.jpg,80,80,K4,0,manual,"34.21,22.76",0,K8,0,manual,"48.18,52.99",0,K1,0,manual,"31.30,53.70",0,K6,0,manual,"42.38,33.40",0,K2,0,manual,"32.50,43.80",0,K3,0,manual,"34.24,34.03",0,K5,0,manual,"39.61,22.24",0,K7,0,manual,"45.41,43.75",0
198,Cone_277.jpg,80,80,K3,0,manual,"33.49,32.11",0,K8,0,manual,"50.20,47.20",0,K1,0,manual,"33.20,54.10",0,K5,0,manual,"37.37,19.61",0,K2,0,manual,"33.50,43.30",0,K6,0,manual,"40.92,29.97",0,K7,0,manual,"45.68,39.79",0,K4,0,manual,"31.58,21.32",0
197,Cone_276.jpg,80,80,K7,0,manual,"45.54,42.69",0,K4,0,manual,"26.84,17.76",0,K8,0,manual,"50.30,56.29",0,K1,0,manual,"27.70,61.50",0,K2,0,manual,"28.40,47.10",0,K3,0,manual,"28.69,32.85",0,K6,0,manual,"39.87,30.36",0,K5,0,manual,"34.74,16.05",0
196,Cone_275.jpg,80,80,K4,0,manual,"32.76,20.39",0,K3,0,manual,"32.96,30.83",0,K8,0,manual,"48.18,51.54",0,K5,0,manual,"40.79,20.13",0,K1,0,manual,"30.40,52.60",0,K2,0,manual,"31.60,43.00",0,K6,0,manual,"42.24,30.50",0,K7,0,manual,"45.68,41.90",0
195,Cone_274.jpg,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Cone_273.jpg,80,80,K5,0,manual,"33.16,11.32",0,K3,0,manual,"26.56,30.40",0,K1,0,manual,"27.60,60.20",0,K6,0,manual,"39.08,27.85",0,K8,0,manual,"51.22,54.97",0,K2,0,manual,"27.30,46.10",0,K7,0,manual,"44.75,41.11",0,K4,0,manual,"24.34,13.68",0
193,Cone_272.jpg,80,80,K7,0,manual,"43.70,39.39",0,K6,0,manual,"37.89,28.91",0,K4,0,manual,"29.20,20.80",0,K2,0,manual,"31.40,43.50",0,K3,0,manual,"29.76,31.57",0,K1,0,manual,"31.70,53.80",0,K5,0,manual,"33.16,19.47",0,K8,0,manual,"48.45,49.16",0
192,Cone_271.jpg,80,80,K3,0,manual,"35.90,31.70",0,K5,0,manual,"41.97,21.71",0,K1,0,manual,"33.10,51.90",0,K8,0,manual,"49.11,50.61",0,K6,0,manual,"43.70,31.55",0,K2,0,manual,"34.80,42.00",0,K4,0,manual,"36.80,22.10",0,K7,0,manual,"46.47,41.50",0
191,Cone_270.jpg,80,80,K7,0,manual,"45.15,42.30",0,K4,0,manual,"31.18,21.97",0,K6,0,manual,"39.47,32.61",0,K8,0,manual,"49.11,51.54",0,K1,0,manual,"32.20,56.40",0,K2,0,manual,"32.70,46.00",0,K3,0,manual,"32.53,34.45",0,K5,0,manual,"36.18,21.05",0
190,Cone_27.jpg,80,80,K4,0,manual,"45.92,16.97",0,K6,0,manual,"51.16,32.01",0,K8,0,manual,"50.40,56.30",0,K2,0,manual,"35.50,40.50",0,K1,0,manual,"30.50,50.20",0,K3,0,manual,"40.32,29.55",0,K5,0,manual,"52.11,18.42",0,K7,0,manual,"50.63,44.82",0
189,Cone_269.jpg,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Cone_268.jpg,80,80,K3,0,manual,"29.44,31.47",0,K6,0,manual,"40.00,29.57",0,K8,0,manual,"51.09,53.78",0,K1,0,manual,"29.50,57.90",0,K2,0,manual,"29.40,45.00",0,K5,0,manual,"36.05,15.00",0,K7,0,manual,"45.88,41.78",0,K4,0,manual,"28.68,16.32",0
187,Cone_267.jpg,80,80,K7,0,manual,"43.30,38.86",0,K1,0,manual,"35.10,48.20",0,K8,0,manual,"45.68,45.33",0,K2,0,manual,"34.90,42.30",0,K3,0,manual,"34.90,33.80",0,K4,0,manual,"34.70,28.20",0,K5,0,manual,"37.89,27.38",0,K6,0,manual,"40.13,32.53",0
186,Cone_266.jpg,80,80,K7,0,manual,"47.39,42.56",0,K4,0,manual,"31.58,10.26",0,K8,0,manual,"53.07,58.80",0,K6,0,manual,"44.09,25.74",0,K5,0,manual,"39.60,9.50",0,K3,0,manual,"30.29,26.99",0,K2,0,manual,"27.50,44.10",0,K1,0,manual,"26.00,59.60",0
185,Cone_265.jpg,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Cone_264.jpg,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Cone_263.jpg,80,80,K4,0,manual,"34.87,28.03",0,K8,0,manual,"44.88,47.05",0,K3,0,manual,"35.20,34.88",0,K5,0,manual,"39.47,26.84",0,K2,0,manual,"35.00,42.50",0,K1,0,manual,"34.90,47.90",0,K6,0,manual,"41.06,33.79",0,K7,0,manual,"43.30,40.98",0
182,Cone_262.jpg,80,80,K3,0,manual,"35.09,36.37",0,K8,0,manual,"46.20,47.70",0,K1,0,manual,"34.80,50.20",0,K6,0,manual,"40.26,35.12",0,K7,0,manual,"43.70,42.17",0,K2,0,manual,"35.00,43.90",0,K4,0,manual,"35.26,28.55",0,K5,0,manual,"37.50,28.00",0
181,Cone_261.jpg,80,80,K7,0,manual,"47.39,43.09",0,K4,0,manual,"39.47,24.21",0,K2,0,manual,"36.00,42.70",0,K1,0,manual,"34.40,50.30",0,K8,0,manual,"47.79,50.35",0,K5,0,manual,"44.87,24.21",0,K6,0,manual,"45.81,33.93",0,K3,0,manual,"37.97,34.03",0
180,Cone_260.jpg,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Cone_26.jpg,80,80,K6,0,manual,"47.70,31.20",0,K2,0,manual,"35.60,40.40",0,K4,0,manual,"41.58,20.00",0,K3,0,manual,"38.93,30.40",0,K5,0,manual,"46.58,20.92",0,K8,0,manual,"49.60,52.90",0,K1,0,manual,"32.60,49.70",0,K7,0,manual,"48.98,42.69",0
178,Cone_259.jpg,80,80,K5,0,manual,"53.95,17.76",0,K6,0,manual,"52.67,31.02",0,K3,0,manual,"41.92,27.20",0,K8,0,manual,"50.56,56.82",0,K1,0,manual,"30.80,49.00",0,K7,0,manual,"51.62,44.15",0,K2,0,manual,"36.10,38.90",0,K4,0,manual,"48.55,15.26",0
177,Cone_258.jpg,80,80,K7,0,manual,"54.92,45.60",0,K2,0,manual,"32.70,40.10",0,K4,0,manual,"46.05,4.74",0,K5,0,manual,"56.18,7.63",0,K6,0,manual,"55.58,27.33",0,K1,0,manual,"25.90,54.80",0,K8,0,manual,"54.52,66.32",0,K3,0,manual,"39.57,22.40",0
176,Cone_257.jpg,80,80,K4,0,manual,"33.03,22.50",0,K2,0,manual,"33.00,42.10",0,K3,0,manual,"33.39,32.64",0,K1,0,manual,"32.80,50.00",0,K6,0,manual,"40.00,31.02",0,K5,0,manual,"37.50,22.11",0,K8,0,manual,"46.86,47.31",0,K7,0,manual,"43.70,39.92",0
175,Cone_256.jpg,80,80,K5,0,manual,"38.95,29.34",0,K8,0,manual,"45.70,49.40",0,K1,0,manual,"34.20,50.70",0,K3,0,manual,"35.09,37.65",0,K7,0,manual,"43.43,43.62",0,K2,0,manual,"34.60,44.80",0,K4,0,manual,"35.10,29.50",0,K6,0,manual,"40.80,36.60",0
174,Cone_255.jpg,80,80,K7,0,manual,"44.22,39.52",0,K4,0,manual,"36.97,24.74",0,K2,0,manual,"36.00,39.40",0,K1,0,manual,"34.70,46.20",0,K3,0,manual,"37.01,32.00",0,K5,0,manual,"40.66,24.34",0,K6,0,manual,"43.04,31.82",0,K8,0,manual,"45.50,46.10",0
173,Cone_254.jpg,80,80,K4,0,manual,"39.08,27.63",0,K2,0,manual,"36.80,40.30",0,K5,0,manual,"43.03,27.76",0,K3,0,manual,"38.08,33.92",0,K6,0,manual,"43.70,33.79",0,K8,0,manual,"45.70,46.40",0,K1,0,manual,"36.00,45.40",0,K7,0,manual,"44.49,41.11",0
172,Cone_253.jpg,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Cone_252.jpg,80,80,K3,0,manual,"42.99,27.41",0,K8,0,manual,"47.40,53.80",0,K1,0,manual,"32.20,46.30",0,K6,0,manual,"52.15,32.61",0,K5,0,manual,"53.95,20.53",0,K7,0,manual,"49.50,44.67",0,K2,0,manual,"36.60,38.40",0,K4,0,manual,"48.68,18.68",0
170,Cone_251.jpg,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Cone_250.jpg,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Cone_25.jpg,80,80,K7,0,manual,"51.09,44.81",0,K4,0,manual,"41.05,9.34",0,K2,0,manual,"32.30,41.10",0,K3,0,manual,"36.80,26.24",0,K1,0,manual,"28.00,55.30",0,K8,0,manual,"52.00,59.10",0,K5,0,manual,"49.34,10.00",0,K6,0,manual,"50.30,28.38",0
167,Cone_249.jpg,80,80,K2,0,manual,"36.00,38.10",0,K4,0,manual,"49.47,16.18",0,K1,0,manual,"30.80,47.20",0,K8,0,manual,"47.92,56.82",0,K6,0,manual,"51.62,31.95",0,K3,0,manual,"42.40,27.04",0,K5,0,manual,"53.95,18.03",0,K7,0,manual,"49.24,45.47",0
166,Cone_248.jpg,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Cone_247.jpg,80,80,K6,0,manual,"45.28,29.83",0,K8,0,manual,"50.03,55.23",0,K1,0,manual,"29.90,53.50",0,K3,0,manual,"34.35,29.44",0,K7,0,manual,"47.79,42.96",0,K4,0,manual,"35.26,17.37",0,K5,0,manual,"43.20,17.80",0,K2,0,manual,"32.10,42.60",0
164,Cone_246.jpg,80,80,K4,0,manual,"41.05,19.21",0,K5,0,manual,"47.00,20.00",0,K7,0,manual,"49.10,43.90",0,K6,0,manual,"48.20,30.50",0,K2,0,manual,"35.20,40.90",0,K8,0,manual,"50.30,54.70",0,K3,0,manual,"38.93,29.55",0,K1,0,manual,"31.70,50.80",0
163,Cone_245.jpg,80,80,K5,0,manual,"38.55,25.66",0,K1,0,manual,"32.10,48.50",0,K6,0,manual,"40.07,33.47",0,K3,0,manual,"32.96,33.81",0,K8,0,manual,"44.40,47.80",0,K7,0,manual,"42.10,40.60",0,K2,0,manual,"32.60,41.30",0,K4,0,manual,"34.74,25.79",0
162,Cone_244.jpg,80,80,K2,0,manual,"33.90,44.40",0,K3,0,manual,"41.98,23.37",0,K1,0,manual,"27.60,61.80",0,K8,0,manual,"51.09,69.04",0,K7,0,manual,"52.30,48.40",0,K4,0,manual,"48.58,8.84",0,K5,0,manual,"54.79,10.83",0,K6,0,manual,"53.73,26.67",0
161,Cone_243.jpg,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Cone_242.jpg,80,80,K6,0,manual,"41.10,35.60",0,K1,0,manual,"38.20,45.90",0,K8,0,manual,"45.50,44.50",0,K3,0,manual,"37.44,35.73",0,K7,0,manual,"43.60,40.70",0,K2,0,manual,"38.00,41.00",0,K4,0,manual,"37.36,31.60",0,K5,0,manual,"39.47,31.47",0
159,Cone_241.jpg,80,80,K4,0,manual,"19.21,0.66",0,K2,0,manual,"23.00,47.60",0,K5,0,manual,"30.36,0.40",0,K8,0,manual,"57.43,57.56",0,K7,0,manual,"47.79,40.13",0,K6,0,manual,"39.08,20.59",0,K1,0,manual,"23.60,67.00",0,K3,0,manual,"21.87,25.17",0
158,Cone_240.jpg,80,80,K8,0,manual,"55.84,65.40",0,K7,0,manual,"55.84,45.20",0,K1,0,manual,"24.80,57.80",0,K3,0,manual,"38.61,21.23",0,K6,0,manual,"55.58,25.61",0,K5,0,manual,"56.18,3.16",0,K4,0,manual,"46.05,1.71",0,K2,0,manual,"31.50,40.00",0
157,Cone_24.jpg,80,80,K6,0,manual,"49.50,30.63",0,K3,0,manual,"39.15,28.80",0,K1,0,manual,"30.40,52.30",0,K5,0,manual,"49.61,16.71",0,K2,0,manual,"34.40,41.70",0,K4,0,manual,"43.03,15.13",0,K8,0,manual,"50.17,56.69",0,K7,0,manual,"50.30,44.28",0
156,Cone_239.jpg,80,80,K2,0,manual,"31.40,44.70",0,K4,0,manual,"33.29,18.42",0,K8,0,manual,"50.30,53.78",0,K7,0,manual,"46.86,41.90",0,K3,0,manual,"32.75,32.11",0,K6,0,manual,"43.96,31.55",0,K5,0,manual,"40.26,18.16",0,K1,0,manual,"31.10,55.90",0
155,Cone_238.jpg,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Cone_237.jpg,80,80,K8,0,manual,"51.09,75.70",0,K7,0,manual,"48.98,60.65",0,K6,0,manual,"46.80,47.33",0,K1,0,manual,"28.50,74.20",0,K5,0,manual,"45.26,30.92",0,K3,0,manual,"34.77,46.83",0,K4,0,manual,"36.97,30.53",0,K2,0,manual,"31.40,60.30",0
153,Cone_236.jpg,80,80,K3,0,manual,"34.20,30.30",0,K2,0,manual,"33.70,42.30",0,K1,0,manual,"34.00,53.10",0,K6,0,manual,"40.13,29.70",0,K5,0,manual,"37.90,21.90",0,K4,0,manual,"34.59,22.44",0,K8,0,manual,"47.66,51.22",0,K7,0,manual,"44.10,39.90",0
152,Cone_235.jpg,80,80,K4,0,manual,"39.47,13.68",0,K2,0,manual,"33.90,43.00",0,K7,0,manual,"51.02,44.29",0,K8,0,manual,"53.20,58.14",0,K5,0,manual,"47.37,13.68",0,K6,0,manual,"48.84,30.10",0,K3,0,manual,"36.80,29.97",0,K1,0,manual,"30.60,56.00",0
151,Cone_234.jpg,80,80,K8,0,manual,"49.50,44.28",0,K7,0,manual,"47.00,33.45",0,K1,0,manual,"32.80,45.00",0,K3,0,manual,"35.50,13.70",0,K6,0,manual,"43.40,14.20",0,K4,0,manual,"36.10,6.20",0,K2,0,manual,"33.40,33.40",0,K5,0,manual,"42.50,6.20",0
150,Cone_233.jpg,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Cone_232.jpg,80,80,K3,0,manual,"32.43,33.17",0,K6,0,manual,"41.72,31.95",0,K1,0,manual,"32.00,52.90",0,K2,0,manual,"32.00,43.80",0,K4,0,manual,"32.40,20.90",0,K7,0,manual,"45.28,42.03",0,K8,0,manual,"48.45,51.27",0,K5,0,manual,"38.00,20.30",0
148,Cone_231.jpg,80,80,K4,0,manual,"37.63,24.74",0,K2,0,manual,"35.00,42.60",0,K7,0,manual,"46.21,42.43",0,K8,0,manual,"47.39,50.09",0,K6,0,manual,"44.22,33.79",0,K1,0,manual,"34.30,49.20",0,K3,0,manual,"37.12,33.92",0,K5,0,manual,"43.03,24.74",0
147,Cone_230.jpg,80,80,K7,0,manual,"43.70,41.64",0,K8,0,manual,"45.28,48.11",0,K5,0,manual,"39.21,26.84",0,K1,0,manual,"34.40,48.80",0,K6,0,manual,"41.06,33.79",0,K3,0,manual,"35.20,35.09",0,K4,0,manual,"35.39,26.71",0,K2,0,manual,"34.80,42.10",0
146,Cone_23.jpg,80,80,K3,0,manual,"38.93,29.97",0,K5,0,manual,"46.71,22.63",0,K1,0,manual,"32.20,47.80",0,K6,0,manual,"47.13,32.48",0,K4,0,manual,"42.63,21.58",0,K2,0,manual,"35.10,39.50",0,K7,0,manual,"46.86,42.56",0,K8,0,manual,"46.86,51.54;46.86,51.54",0
145,Cone_229.jpg,80,80,K4,0,manual,"32.63,22.24",0,K2,0,manual,"32.90,42.60",0,K8,0,manual,"48.18,48.24",0,K7,0,manual,"43.56,39.92",0,K6,0,manual,"40.26,31.42",0,K3,0,manual,"33.28,33.81",0,K5,0,manual,"36.84,21.84",0,K1,0,manual,"33.50,51.20",0
144,Cone_228.jpg,80,80,K3,0,manual,"37.76,32.96",0,K4,0,manual,"38.94,27.19",0,K7,0,manual,"43.60,39.70",0,K5,0,manual,"41.58,27.06",0,K6,0,manual,"42.51,33.14",0,K8,0,manual,"45.10,46.10",0,K2,0,manual,"36.30,39.60",0,K1,0,manual,"34.60,46.50",0
143,Cone_227.jpg,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Cone_226.jpg,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Cone_225.jpg,80,80,K6,0,manual,"41.19,30.50",0,K5,0,manual,"37.89,21.32",0,K3,0,manual,"33.92,31.79",0,K1,0,manual,"34.20,51.50",0,K4,0,manual,"33.82,21.58",0,K2,0,manual,"34.10,41.50",0,K7,0,manual,"44.55,38.88",0,K8,0,manual,"48.05,48.63",0
140,Cone_224.jpg,80,80,K2,0,manual,"35.10,44.50",0,K3,0,manual,"34.90,38.00",0,K5,0,manual,"37.20,30.80",0,K6,0,manual,"39.87,36.44",0,K8,0,manual,"45.30,48.40",0,K7,0,manual,"42.90,42.64",0,K1,0,manual,"35.20,52.00",0,K4,0,manual,"34.10,31.90",0
139,Cone_223.jpg,80,80,K8,0,manual,"45.30,46.50",0,K5,0,manual,"41.20,27.60",0,K4,0,manual,"37.10,27.72",0,K7,0,manual,"43.83,40.66",0,K6,0,manual,"42.11,32.48",0,K2,0,manual,"35.70,40.80",0,K1,0,manual,"35.30,46.90",0,K3,0,manual,"36.40,33.20",0
138,Cone_222.jpg,80,80,K8,0,manual,"47.33,49.17",0,K7,0,manual,"45.88,42.05",0,K4,0,manual,"39.87,26.18",0,K2,0,manual,"36.60,41.80",0,K1,0,manual,"34.30,48.90",0,K6,0,manual,"45.15,33.27",0,K5,0,manual,"43.03,25.79",0,K3,0,manual,"38.61,33.39",0
137,Cone_221.jpg,80,80,K2,0,manual,"36.80,39.20",0,K8,0,manual,"46.34,45.94",0,K4,0,manual,"40.53,25.74",0,K5,0,manual,"44.20,25.90",0,K6,0,manual,"45.15,31.95",0,K7,0,manual,"45.54,40.13",0,K1,0,manual,"35.00,44.70",0,K3,0,manual,"38.90,31.60",0
136,Cone_220.jpg,80,80,K7,0,manual,"43.43,41.32",0,K4,0,manual,"38.70,32.10",0,K5,0,manual,"41.72,31.95",0,K6,0,manual,"42.64,35.91",0,K8,0,manual,"44.36,46.73",0,K2,0,manual,"37.20,41.40",0,K1,0,manual,"36.70,46.50",0,K3,0,manual,"38.10,36.10",0
135,Cone_22.jpg,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Cone_219.jpg,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Cone_218.jpg,47,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Cone_217.jpg,80,80,K7,0,manual,"45.21,41.91",0,K8,0,manual,"47.66,54.18",0,K2,0,manual,"29.20,41.30",0,K4,0,manual,"34.08,15.79",0,K5,0,manual,"40.66,15.79",0,K6,0,manual,"43.04,28.65",0,K1,0,manual,"27.00,53.30",0,K3,0,manual,"32.11,28.16",0
131,Cone_216.jpg,80,80,K1,0,manual,"37.40,45.90",0,K2,0,manual,"38.60,41.90",0,K8,0,manual,"44.70,46.50",0,K7,0,manual,"44.00,42.20",0,K5,0,manual,"42.53,33.51",0,K6,0,manual,"43.23,37.21",0,K4,0,manual,"40.40,33.40",0,K3,0,manual,"39.50,37.20",0
130,Cone_215.jpg,80,80,K8,0,manual,"43.96,50.75",0,K7,0,manual,"41.19,38.34",0,K5,0,manual,"36.58,11.05",0,K6,0,manual,"39.01,24.75",0,K3,0,manual,"27.84,24.32",0,K1,0,manual,"22.90,50.10",0,K2,0,manual,"25.30,36.90",0,K4,0,manual,"29.87,11.58",0
129,Cone_214.jpg,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Cone_213.jpg,80,80,K6,0,manual,"42.64,30.10",0,K5,0,manual,"40.53,20.53",0,K3,0,manual,"35.52,31.79",0,K2,0,manual,"35.10,40.90",0,K4,0,manual,"35.26,20.66",0,K1,0,manual,"34.60,49.50",0,K8,0,manual,"47.13,48.37",0,K7,0,manual,"45.28,39.52",0
127,Cone_212.jpg,80,80,K1,0,manual,"33.10,53.10",0,K7,0,manual,"42.90,41.37",0,K4,0,manual,"33.16,25.00",0,K2,0,manual,"33.90,43.40",0,K8,0,manual,"46.47,48.90",0,K6,0,manual,"40.26,32.74",0,K5,0,manual,"37.24,24.61",0,K3,0,manual,"33.81,34.77",0
126,Cone_211.jpg,80,80,K8,0,manual,"50.43,55.10",0,K3,0,manual,"37.17,30.35",0,K5,0,manual,"46.05,19.47",0,K6,0,manual,"47.39,31.16",0,K4,0,manual,"40.26,19.08",0,K2,0,manual,"34.30,42.20",0,K7,0,manual,"48.45,43.22",0,K1,0,manual,"31.10,53.60",0
125,Cone_210.jpg,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Cone_21.jpg,80,80,K6,0,manual,"43.96,34.72",0,K3,0,manual,"38.40,34.13",0,K2,0,manual,"36.00,41.00",0,K1,0,manual,"34.10,47.10",0,K4,0,manual,"39.47,28.42",0,K7,0,manual,"44.75,41.64",0,K8,0,manual,"45.28,47.97",0,K5,0,manual,"43.20,28.70",0
123,Cone_209.jpg,80,80,K4,0,manual,"32.37,17.11",0,K7,0,manual,"42.64,39.52",0,K1,0,manual,"27.00,50.30",0,K2,0,manual,"28.80,39.30",0,K8,0,manual,"45.00,51.00",0,K6,0,manual,"40.53,28.51",0,K5,0,manual,"38.55,16.84",0,K3,0,manual,"30.72,28.27",0
122,Cone_208.jpg,80,80,K8,0,manual,"49.50,51.80",0,K3,0,manual,"33.49,31.36",0,K6,0,manual,"43.56,30.36",0,K5,0,manual,"39.21,19.47",0,K7,0,manual,"46.60,40.84",0,K2,0,manual,"32.40,43.00",0,K4,0,manual,"34.50,20.00",0,K1,0,manual,"32.00,53.20",0
